session_year,party,seats_over_side,caption,table_str,data,legislator,id,seat
1885-01-01T12:00:00Z,Democrat,NA,"<strong>L. B. Cox</strong><br/>Democrat<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Cox, L. B.",20,33
1885-01-01T12:00:00Z,Democrat,NA,"<strong>F. T. Dick</strong><br/>Democrat<br/>Male<br/>Representing La Grande, Union.",NA,legislators,"Dick, F. T.",21,41
1885-01-01T12:00:00Z,Democrat,NA,"<strong>A. R. Lyle</strong><br/>Democrat<br/>Male<br/>Representing Cross Keys, Crook.",NA,legislators,"Lyle, A. R.",22,49
1885-01-01T12:00:00Z,Democrat,NA,"<strong>W. Lewis</strong><br/>Democrat<br/>Male<br/>Representing Wapinitia, Wasco.",NA,legislators,"Lewis, W.",23,57
1885-01-01T12:00:00Z,Democrat,NA,"<strong>J. C. Nelson</strong><br/>Democrat<br/>Male<br/>Representing Chehalem, Yamhill.",NA,legislators,"Nelson, J. C.",24,3
1885-01-01T12:00:00Z,Republican,NA,"<strong>W. P. Keady</strong><br/>Republican<br/>Male<br/>Representing Corvallis, Benton.",NA,legislators,"Keady, W. P.",25,10
1885-01-01T12:00:00Z,Republican,NA,"<strong>J. W. Henkle</strong><br/>Republican<br/>Male<br/>Representing Philomath, Benton.",NA,legislators,"Henkle, J. W.",26,18
1885-01-01T12:00:00Z,Republican,NA,"<strong>M. J. Connor</strong><br/>Republican<br/>Male<br/>Representing King's Valley, Benton.",NA,legislators,"Connor, M. J.",27,26
1885-01-01T12:00:00Z,Republican,NA,"<strong>F. C. Geer</strong><br/>Republican<br/>Male<br/>Representing Butterville, Marion.",NA,legislators,"Geer, F. C.",28,34
1885-01-01T12:00:00Z,Republican,NA,"<strong>Charles B. Will</strong><br/>Republican<br/>Male<br/>Representing Aurora, Clackamas, Marion.",NA,legislators,"Will, Charles B.",29,42
1885-01-01T12:00:00Z,Republican,NA,"<strong>J. K. Wait</strong><br/>Republican<br/>Male<br/>Representing Milwaukie, Clackamas.",NA,legislators,"Wait, J. K.",30,50
1885-01-01T12:00:00Z,Republican,NA,"<strong>Alex Thompson</strong><br/>Republican<br/>Male<br/>Representing Clackamas, Clackamas.",NA,legislators,"Thompson, Alex",31,4
1885-01-01T12:00:00Z,Republican,NA,"<strong>John Roberts</strong><br/>Republican<br/>Male<br/>Representing Myrtle Creek, Coos.",NA,legislators,"Roberts, John",32,11
1885-01-01T12:00:00Z,Republican,NA,"<strong>Walter Stutton</strong><br/>Republican<br/>Male<br/>Representing Ellensburg, Curry.",NA,legislators,"Stutton, Walter",33,19
1885-01-01T12:00:00Z,Republican,NA,"<strong>R. D. Cole</strong><br/>Republican<br/>Male<br/>Representing Riverside, Columbia.",NA,legislators,"Cole, R. D.",34,27
1885-01-01T12:00:00Z,Republican,NA,"<strong>G. W. Riddle</strong><br/>Republican<br/>Male<br/>Representing Riddle, Douglas.",NA,legislators,"Riddle, G. W.",35,35
1885-01-01T12:00:00Z,Republican,NA,"<strong>Henry Roger</strong><br/>Republican<br/>Male<br/>Representing Grants Pass, Josephine.",NA,legislators,"Roger, Henry",36,43
1885-01-01T12:00:00Z,Republican,NA,"<strong>C. B. Wilcox</strong><br/>Republican<br/>Male<br/>Representing Roseburg, Douglas.",NA,legislators,"Wilcox, C. B.",37,51
1885-01-01T12:00:00Z,Republican,NA,"<strong>William Manning</strong><br/>Republican<br/>Male<br/>Representing Canyonville, Douglas.",NA,legislators,"Manning, William",38,5
1885-01-01T12:00:00Z,Republican,NA,"<strong>G. W. McHaley</strong><br/>Republican<br/>Male<br/>Representing Prairie City, Grant.",NA,legislators,"McHaley, G. W.",39,12
1885-01-01T12:00:00Z,Republican,NA,"<strong>Theodore Cameron</strong><br/>Republican<br/>Male<br/>Representing Uniontown, Jackson.",NA,legislators,"Cameron, Theodore",40,20
1885-01-01T12:00:00Z,Republican,NA,"<strong>M. F. Abshier</strong><br/>Republican<br/>Male<br/>Representing Sumner Lake, Lake.",NA,legislators,"Abshier, M. F.",41,28
1885-01-01T12:00:00Z,Republican,NA,"<strong>A. N. Gilbert</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Gilbert, A. N.",42,36
1885-01-01T12:00:00Z,Republican,NA,"<strong>W. A. Cusick</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Cusick, W. A.",43,44
1885-01-01T12:00:00Z,Republican,NA,"<strong>M. A. Flinn</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Flinn, M. A.",44,52
1885-01-01T12:00:00Z,Republican,NA,"<strong>Lewis Bleakney</strong><br/>Republican<br/>Male<br/>Representing Turner, Marion.",NA,legislators,"Bleakney, Lewis",45,58
1885-01-01T12:00:00Z,Republican,NA,"<strong>Alex Downing</strong><br/>Republican<br/>Male<br/>Representing Sublimity, Marion.",NA,legislators,"Downing, Alex",46,6
1885-01-01T12:00:00Z,Republican,NA,"<strong>John Kenworthy</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Kenworthy, John",47,13
1885-01-01T12:00:00Z,Republican,NA,"<strong>Jonathan, Jr. Bourne</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Bourne, Jonathan, Jr.",48,21
1885-01-01T12:00:00Z,Republican,NA,"<strong>George L. Story</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Story, George L.",49,29
1885-01-01T12:00:00Z,Republican,NA,"<strong>William Barnes</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Barnes, William",50,37
1885-01-01T12:00:00Z,Republican,NA,"<strong>J. S. Davenport</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Davenport, J. S.",51,45
1885-01-01T12:00:00Z,Republican,NA,"<strong>J. E. Mayo</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Mayo, J. E.",52,53
1885-01-01T12:00:00Z,Republican,NA,"<strong>L. Therkelson</strong><br/>Republican<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Therkelson, L.",53,59
1885-01-01T12:00:00Z,Republican,NA,"<strong>S. D. Gibson</strong><br/>Republican<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Gibson, S. D.",54,14
1885-01-01T12:00:00Z,Republican,NA,"<strong>E. E. Taylor</strong><br/>Republican<br/>Male<br/>Representing Elk Flat, Union.",NA,legislators,"Taylor, E. E.",55,22
1885-01-01T12:00:00Z,Republican,NA,"<strong>W. A. Prosser</strong><br/>Republican<br/>Male<br/>Representing Scholl's Ferry, Washington.",NA,legislators,"Prosser, W. A.",56,30
1885-01-01T12:00:00Z,Republican,NA,"<strong>W. B. Jolly</strong><br/>Republican<br/>Male<br/>Representing Hillsboro, Washington.",NA,legislators,"Jolly, W. B.",57,38
1885-01-01T12:00:00Z,Republican,NA,"<strong>I. L. Smith</strong><br/>Republican<br/>Male<br/>Representing Forest Grove, Washington.",NA,legislators,"Smith, I. L.",58,46
1885-01-01T12:00:00Z,Republican,NA,"<strong>James Riley Sanders</strong><br/>Republican<br/>Male<br/>Representing Amity, Yamhill.",NA,legislators,"Sanders, James Riley",59,54
1885-01-01T12:00:00Z,Republican,NA,"<strong>E. H. Woodward</strong><br/>Republican<br/>Male<br/>Representing Newberg, Yamhill.",NA,legislators,"Woodward, E. H.",60,60
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. A. Lockett</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Dell, Baker.",NA,legislators,"Lockett, R. A.",1,7
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. M. Osborn</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Corvallis, Benton.",NA,legislators,"Osborn, J. M.",2,15
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D. H. Vanderpool</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Wells, Benton.",NA,legislators,"Vanderpool, D. H.",3,23
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>M. M. Davis</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Yaquina, Benton.",NA,legislators,"Davis, M. M.",4,31
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>M. P. Gard</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Viola, Clackamas.",NA,legislators,"Gard, M. P.",5,39
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>L. Mayer</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Molalla, Clackamas.",NA,legislators,"Mayer, L.",6,1
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>P. S. Noyer</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Molalla, Clackamas.",NA,legislators,"Noyer, P. S.",7,8
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. W. Maxwell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Netarts, Clackamas, Tillamook, Columbia.",NA,legislators,"Maxwell, J. W.",8,16
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>M. Pomeroy</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Rainier, Columbia.",NA,legislators,"Pomeroy, M.",9,24
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. S. Roberts</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Myrtle Point, Coos.",NA,legislators,"Roberts, J. S.",10,32
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>A. H. Crook</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Ellensburg, Coos, Curry.",NA,legislators,"Crook, A. H.",11,40
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. H. Wilcox</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Fossil, Crook, Gilliam, Wasco.",NA,legislators,"Wilcox, W. H.",12,48
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. F. Benjamin</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Roseburg, Douglas.",NA,legislators,"Benjamin, W. F.",13,2
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>James E. Blundell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Canyonville, Douglas.",NA,legislators,"Blundell, James E.",14,9
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>H. McKenzie</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Drain, Douglas.",NA,legislators,"McKenzie, H.",15,17
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>P. P. Palmer</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Scottsburg, Douglas.",NA,legislators,"Palmer, P. P.",16,25
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. T. Bowditch</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Ashland, Jackson.",NA,legislators,"Bowditch, J. T.",17,33
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. A. Miller</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Jacksonville, Jackson.",NA,legislators,"Miller, R. A.",18,41
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. U. Mitchell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Grants Pass, Josephine.",NA,legislators,"Mitchell, S. U.",19,49
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>L. Bilyeu</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Bilyeu, L.",20,3
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>C. K. Hale</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Hale, Lane.",NA,legislators,"Hale, C. K.",21,10
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. G. Thompson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Pine, Lane.",NA,legislators,"Thompson, S. G.",22,18
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. M. Stafford</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Eugene, Lane.",NA,legislators,"Stafford, J. M.",23,26
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Robert McLean</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Linkville, Klamath, Lake.",NA,legislators,"McLean, Robert",24,34
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>A. Blevins</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Tangent, Linn.",NA,legislators,"Blevins, A.",25,42
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>I. D. Miller</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Miller, Linn.",NA,legislators,"Miller, I. D.",26,50
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. W. Richardson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Scio, Linn.",NA,legislators,"Richardson, W. W.",27,4
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. W. Swank</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Brownsville, Linn.",NA,legislators,"Swank, J. W.",28,11
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. B. Culver</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Culver, W. B.",29,19
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. Layman</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Woodburn, Marion.",NA,legislators,"Layman, S.",30,27
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D. J. Pendleton</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Butteville, Marion.",NA,legislators,"Pendleton, D. J.",31,35
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. T. Gregg</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Gregg, J. T.",32,43
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>F. C. Hansard</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Lebanon, Linn.",NA,legislators,"Hansard, F. C.",33,51
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>H. C. Gay</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Heppner, Morrow.",NA,legislators,"Gay, H. C.",34,5
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D. Goodsell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Goodsell, D.",35,12
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>William Munger</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Munger, William",36,20
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Donald MacKay</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Multnomah, Multnomah.",NA,legislators,"MacKay, Donald",37,28
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>O. Summers</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Summers, O.",38,36
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>John Wilson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Wilson, John",39,44
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. J. Daly</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Dallas, Polk.",NA,legislators,"Daly, J. J.",40,52
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>P. W. Haley</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Independence, Polk.",NA,legislators,"Haley, P. W.",41,6
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>F. M. Crockett</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Milton, Umatilla.",NA,legislators,"Crockett, F. M.",42,13
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>F. D. McCully</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Joseph, Union.",NA,legislators,"McCully, F. D.",43,21
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>E. E. Taylor</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Summerville, Union.",NA,legislators,"Taylor, E. E.",44,29
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. H. Biggs</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Wasco, Wasco, Crook, Gilliam.",NA,legislators,"Biggs, W. H.",45,37
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D Gubser</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Middleton, Washington.",NA,legislators,"Gubser, D",46,45
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>T. Paulson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Garden Home, Washington.",NA,legislators,"Paulson, T.",47,14
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D. Smith</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Forest Grove, Washington.",NA,legislators,"Smith, D.",48,22
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Charles LaFollett</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Sheridan, Yamhill.",NA,legislators,"LaFollett, Charles",49,30
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. R. Laughlin</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Yamhill, Yamhill.<br/><br/><em>The name of Mr. Laughlin is given as R.<br/>R. Laughlin and also as E. R. Laughlin<br/>in the House Journal</em>",NA,legislators,"Laughlin, R. R.",50,38
1887-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>F. N. Little</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Yamhill, Yamhill.",NA,legislators,"Little, F. N.",51,46
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>N. C. Haskell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Baker City, Baker.",NA,legislators,"Haskell, N. C.",1,7
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>C. B. Crosno</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Toledo, Benton.",NA,legislators,"Crosno, C. B.",2,15
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>E. H. Belknap</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Monroe, Benton.",NA,legislators,"Belknap, E. H.",3,23
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. T. Apperson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Oregon City, Clackamas.",NA,legislators,"Apperson, J. T.",4,31
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Peter Paquet</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Oregon City, Clackamas.",NA,legislators,"Paquet, Peter",5,39
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. V. Short</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Wilsonville, Clackamas.",NA,legislators,"Short, R. V.",6,47
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>John Hahn</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Astoria, Clatsop.",NA,legislators,"Hahn, John",7,55
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>H. B. Parker</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Astoria, Clatsop.",NA,legislators,"Parker, H. B.",8,1
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Judson Weed</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Vernonia, Columbia.",NA,legislators,"Weed, Judson",9,8
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>John H. Roberts</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Myrtle Point, Coos.",NA,legislators,"Roberts, John H.",10,16
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>A. H. Crook</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Ellensburg, Coos, Curry.",NA,legislators,"Crook, A. H.",11,24
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. N. Williamson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Prineville, Crook.",NA,legislators,"Williamson, J. N.",12,32
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. E. Blundell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Canyonville, Douglas.",NA,legislators,"Blundell, J. E.",13,40
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>E. E. Labrie</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Wilbur, Douglas.",NA,legislators,"Labrie, E. E.",14,48
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>C. E. Ricker</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Gardiner, Douglas.",NA,legislators,"Ricker, C. E.",15,56
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. A. Thomas</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Arlington, Gilliam.",NA,legislators,"Thomas, J. A.",16,2
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>G. W. Gilham</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Harney, Grant.",NA,legislators,"Gilham, G. W.",17,9
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. T. Bowditch</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Ashland, Jackson.",NA,legislators,"Bowditch, J. T.",18,17
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. A. Miller</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Jacksonville, Jackson.",NA,legislators,"Miller, R. A.",19,25
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. K. Price</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Tolo, Jackson.",NA,legislators,"Price, W. K.",20,33
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>C. J. Howard</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Kerbyville, Josephine.",NA,legislators,"Howard, C. J.",21,41
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. W. Condon</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Eugene City, Lane.",NA,legislators,"Condon, S. W.",22,49
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>A. C. Jennings</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Irving, Lane.",NA,legislators,"Jennings, A. C.",23,57
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. M. Stafford</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Eugene City, Lane.",NA,legislators,"Stafford, J. M.",24,3
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. C. Miller</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Lebanon, Linn.",NA,legislators,"Miller, R. C.",25,10
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. B. R. Morelock</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Brownsville, Linn.",NA,legislators,"Morelock, J. B. R.",26,18
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Jefferson Myers</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Scio, Linn.",NA,legislators,"Myers, Jefferson",27,26
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. P. Moss</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Paisley, Lake, Klamath.",NA,legislators,"Moss, S. P.",28,34
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>William Armstrong</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Armstrong, William",29,42
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>T. T. Geer</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Macleay, Marion.",NA,legislators,"Geer, T. T.",30,50
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>Samuel Layman</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Woodburn, Marion.",NA,legislators,"Layman, Samuel",31,4
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. B. Waldo</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Waldo, J. B.",32,11
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>John Q. Wilson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Salem, Marion.",NA,legislators,"Wilson, John Q.",33,19
1889-01-01T12:00:00Z,Unknown Affiliation,NA,<strong>H. P. Napton</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Malheur.,NA,legislators,"Napton, H. P.",34,27
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>T. E. Fell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Heppner, Morrow.",NA,legislators,"Fell, T. E.",35,35
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>R. P. Earhart</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Earhart, R. P.",36,43
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. J. Fisher</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Fisher, J. J.",37,51
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. B. Gilbert</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Gilbert, W. B.",38,5
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>S. R. Harrington</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Harrington, S. R.",39,12
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>W. T. Hume</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Hume, W. T.",40,20
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>William M. Ladd</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Ladd, William M.",41,28
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>H. H. Northup</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Northup, H. H.",42,36
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. A. Strowbridge</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Strowbridge, J. A.",43,44
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>D. P. Thompson</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Portland, Multnomah.",NA,legislators,"Thompson, D. P.",44,52
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>C. G. Fisher</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Dallas, Polk.",NA,legislators,"Fisher, C. G.",45,58
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>F. S. Powell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Monmouth, Polk.",NA,legislators,"Powell, F. S.",46,6
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>J. W. Maxwell</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Netarts, Tillamook, Yamhill.",NA,legislators,"Maxwell, J. W.",47,13
1889-01-01T12:00:00Z,Unknown Affiliation,NA,"<strong>H. J. Bean</strong><br/>Unknown Affiliation<br/>Male<br/>Representing Pendleton, Umatilla.",NA,legislators,"Bean, H. J.",48,21
